,person_id,full_name,given_name,last_name,gender,graduate_degree,mfa_degree,role,prize_institution,prize_name,prize_year,prize_genre,prize_type,prize_amount,elite_1,elite_2,elite_3,award
419,1429.0,Louis Simpson,Louis,Simpson,male,1,no mfa,winner,Columbia University,Pulitzer Prize,1964.0,poetry,book,15000.0,Columbia University,,,1.0
420,1839.0,Philip Levine,Philip,Levine,male,1,University of Iowa,winner,National Book Foundation,National Book Award,1980.0,poetry,book,10000.0,Stanford University,,,1.0
421,1722.0,Nick Arvin,Nick,Arvin,male,1,University of Iowa,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,2006.0,prose,book,10000.0,Stanford University,,,1.0
422,2111.0,Sinclair Lewis,Sinclair,Lewis  ,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1926.0,prose,book,15000.0,Yale University,,,1.0
423,396.0,Christopher Hitchens,Christopher,Hitchens,male,0,no mfa,winner,PEN America,Diamonstein-Spielvogel Award for the Art of the Essay,2012.0,prose,book,15000.0,,,,1.0
424,2320.0,Wallace Stegner,Wallace,Stegner,male,1,no mfa,winner,Columbia University,Pulitzer Prize,1972.0,prose,book,15000.0,,,,1.0
425,1468.0,Mackinlay Kantor,Mackinlay,Kantor,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1956.0,prose,book,15000.0,,,,1.0
426,2009.0,Ron Childress,Ron,Childress,male,0,no mfa,winner,PEN America,Bellwether Prize for Socially Engaged Fiction,2014.0,prose,book,25000.0,,,,1.0
427,1332.0,Kyle Dargan,Kyle,Dargan,male,1,Indiana University,winner,Academy of American Poets,Lenore Marshall Poetry Prize,2019.0,poetry,book,25000.0,,,,1.0
428,32.0,Akhil Sharma,Akhil,Sharma,male,1,no mfa,winner,PEN America,Hemingway Award for Debut Novel,2001.0,prose,book,10000.0,Princeton University, Stanford University,Harvard University,1.0
429,2260.0,Tom Cole,Tom,Cole,male,1,no mfa,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,1966.0,prose,book,10000.0,Harvard University,,,1.0
430,1111.0,John Blair,John,Blair,male,1,no mfa,winner,University of Pittsburg Press,Drue Heinz Literature Prize,2002.0,prose,book,15000.0,,,,1.0
431,1843.0,Philip Roth,Philip,Roth,male,1,no mfa,winner,Columbia University,Pulitzer Prize,1998.0,prose,book,15000.0,University of Chicago,,,1.0
432,1589.0,Matthew Stadler,Matthew,Stadler,male,1,Columbia University,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,2000.0,prose,book,10000.0,Columbia University,,,1.0
433,1585.0,Matthew Dickman,Matthew,Dickman,male,1,"University of Texas, Austin",winner,Claremont Graduate University,Kate Tufts Discovery Award ,2009.0,poetry,book,10000.0,,,,1.0
434,430.0,Cormac McCarthy,Cormac,McCarthy,male,0,no mfa,winner,National Book Foundation,National Book Award,1992.0,prose,book,10000.0,,,,1.0
435,172.0,Anthony Doerr,Anthony,Doerr,male,1,Bowling Green State University,winner,Columbia University,Pulitzer Prize,2015.0,prose,book,15000.0,,,,1.0
436,1980.0,Robert Penn Warren,Robert Penn,Warren,male,1,no mfa,winner,Columbia University,Pulitzer Prize,1947.0,prose,book,15000.0,,,,1.0
437,264.0,Booth Tarkington,Booth,Tarkington,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1922.0,prose,book,15000.0,Princeton University,,,1.0
438,92.0,Allen Drury,Allen,Drury,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1960.0,prose,book,15000.0,Stanford University,,,1.0
439,1958.0,Robert Frost,Robert,Frost,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1943.0,poetry,book,15000.0,Harvard University,,,1.0
440,489.0,Darcy O'Brien,Darcy,O'Brien,male,1,no mfa,winner,PEN America,Hemingway Award for Debut Novel,1978.0,prose,book,10000.0,Princeton University,,,1.0
441,1103.0,John Ashbery,John,Ashbery,male,1,no mfa,winner,Academy of American Poets,Lenore Marshall Poetry Prize,1985.0,poetry,book,25000.0,Harvard University, Columbia University,,1.0
442,1831.0,Peter Taylor,Peter,Taylor,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1987.0,prose,book,15000.0,,,,1.0
443,1146.0,John Knowles,John,Knowles,male,0,no mfa,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,1961.0,prose,book,10000.0,Yale University,,,1.0
444,1112.0,John Brinckerhoff Jackson,John Brinckerhoff,Jackson,male,0,no mfa,winner,PEN America,Diamonstein-Spielvogel Award for the Art of the Essay,1995.0,prose,book,15000.0,Harvard University,,,1.0
445,2085.0,Serio De La Pava,Serio,De La Pava,male,1,no mfa,winner,PEN America,Robert W. Bingham Prize for Debut Short Story Collection,2013.0,prose,book,25000.0,,,,1.0
446,1977.0,Robert Olen Butler,Robert Olen,Butler,male,1,no mfa,winner,Columbia University,Pulitzer Prize,1993.0,prose,book,15000.0,,,,1.0
447,1977.0,Robert Olen Butler,Robert Olen,Butler,male,1,no mfa,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,1993.0,prose,book,10000.0,,,,1.0
448,1629.0,Michael Dahlie,Michael,Dahlie,male,1,Washington University,winner,PEN America,Hemingway Award for Debut Novel,2009.0,prose,book,10000.0,,,,1.0
449,1958.0,Robert Frost,Robert,Frost,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1937.0,poetry,book,15000.0,Harvard University,,,1.0
450,2362.0,William Gaddis,William,Gaddis,male,0,no mfa,winner,National Book Foundation,National Book Award,1994.0,prose,book,10000.0,Harvard University,,,1.0
451,847.0,Hanif Abdurraqib,Hanif,Abdurraqib,male,0,no mfa,winner,Academy of American Poets,Lenore Marshall Poetry Prize,2020.0,poetry,book,25000.0,,,,1.0
452,772.0,Frederick Exley,Frederick,Exley,male,0,no mfa,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,1969.0,prose,book,10000.0,,,,1.0
453,2361.0,William Faulkner,William,Faulkner,male,0,no mfa,winner,National Book Foundation,National Book Award,1955.0,prose,book,10000.0,,,,1.0
454,2361.0,William Faulkner,William,Faulkner,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1963.0,prose,book,15000.0,,,,1.0
455,2388.0,Williammelvin Kelley,Williammelvin,Kelley,male,0,no mfa,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,1963.0,prose,book,10000.0,Harvard University,,,1.0
456,960.0,James Agee,James,Agee,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1958.0,prose,book,15000.0,Harvard University,,,1.0
457,935.0,Issac Bashevis Singer,Issac Bashevis,Singer,male,0,no mfa,winner,National Book Foundation,National Book Award,1974.0,prose,book,10000.0,,,,1.0
458,1145.0,John Kennedy Toole,John Kennedy,Toole,male,1,no mfa,winner,Columbia University,Pulitzer Prize,1981.0,prose,book,15000.0,Columbia University,,,1.0
459,1218.0,Joseph Skibell,Joseph,Skibell,male,1,"University of Texas, Austin",winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,1998.0,prose,book,10000.0,,,,1.0
460,378.0,Chris Adrian,Chris,Adrian,male,1,University of Iowa,winner,American Academy of Arts and Letters,Rosenthal Family Foundation Award,2009.0,prose,book,10000.0,Harvard University,,,1.0
461,1136.0,John Hersey,John,Hersey,male,1,no mfa,winner,Columbia University,Pulitzer Prize,1945.0,prose,book,15000.0,Yale University,,,1.0
462,1108.0,John Berryman,John,Berryman,male,0,no mfa,winner,Columbia University,Pulitzer Prize,1965.0,poetry,book,15000.0,Columbia University,,,1.0
463,2305.0,Vijay Seshadri,Vijay,Seshadri,male,1,Columbia University,winner,Columbia University,Pulitzer Prize,2014.0,poetry,book,15000.0,Columbia University,,,1.0
464,464.0,Danez Smith,Danez,Smith,male,1,University of Michigan,winner,Claremont Graduate University,Kate Tufts Discovery Award ,2016.0,poetry,book,10000.0,,,,1.0
465,20.0,Adrian Castro,Adrian,Castro,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2012.0,no genre,career,50000.0,,,,1.0
466,198.0,Atsuro Riley,Atsuro,Riley,male,0,no mfa,winner,Lannan Foundation,Lannan Fellowship,2011.0,poetry,career,50000.0,,,,1.0
467,198.0,Atsuro Riley,Atsuro,Riley,male,0,no mfa,winner,Whiting Foundation,Whiting Award,2012.0,no genre,career,50000.0,,,,1.0
468,469.0,Daniel Hall,Daniel,Hall,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1998.0,no genre,career,50000.0,,,,1.0
469,758.0,Frank Rooney,Frank,Rooney,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1956.0,no genre,career,10000.0,,,,1.0
470,775.0,Freeman House,Freeman,House,male,0,no mfa,winner,American Academy of Arts and Letters,Harold D. Vursell Memorial Award,2002.0,prose,career,20000.0,,,,1.0
471,797.0,Geoffrey O'Brien,Geoffrey,O'Brien,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1988.0,no genre,career,50000.0,,,,1.0
472,804.0,George Green,George,Green,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,2014.0,no genre,career,10000.0,,,,1.0
473,813.0,Gilbert Hernandez,Gilbert,Hernandez,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2009.0,no genre,career,50000.0,,,,1.0
474,912.0,Hugo Ignotus,Hugo,Ignotus,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1944.0,no genre,career,10000.0,,,,1.0
475,934.0,Israel Horovitz,Israel,Horovitz,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1972.0,no genre,career,10000.0,,,,1.0
476,952.0,Jacob Shores-Arguello,Jacob,Shores-Arguello,male,0,no mfa,winner,Lannan Foundation,Lannan Fellowship,2018.0,poetry,career,50000.0,,,,1.0
477,1104.0,John Banville,John,Banville,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1997.0,prose,career,150000.0,,,,1.0
478,1162.0,John O'Hara,John,O'Hara,male,0,no mfa,winner,American Academy of Arts and Letters,Award of Merit Medal in the Novel,1964.0,prose,career,25000.0,,,,1.0
479,1201.0,José Rivera,José,Rivera,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1992.0,no genre,career,50000.0,,,,1.0
480,1221.0,Joseph Wittlin,Joseph,Wittlin,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1943.0,no genre,career,10000.0,,,,1.0
481,1314.0,Kevin Barry,Kevin,Barry,male,0,no mfa,winner,Lannan Foundation,Lannan Award,2016.0,prose,career,150000.0,,,,1.0
482,1450.0,Luis Alfaro,Luis,Alfaro,male,0,no mfa,winner,Ford Foundation,Art of Change,2017.0,no genre,career,50000.0,,,,1.0
483,1451.0,Luis Rodriguez,Luis,Rodriguez,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1992.0,poetry,career,150000.0,,,,1.0
484,1485.0,Marc Bittner,Marc,Bittner,male,0,no mfa,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2002.0,poetry,career,25800.0,,,,1.0
485,1633.0,Michael Haskell,Michael,Haskell,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1999.0,no genre,career,50000.0,,,,1.0
486,1684.0,Nadeem Aslam,Nadeem,Aslam,male,0,no mfa,winner,Lannan Foundation,Lannan Fellowship,2005.0,prose,career,50000.0,,,,1.0
487,1747.0,Oliver Gogarty,Oliver,Gogarty,male,0,no mfa,winner,Academy of American Poets,Academy of American Poets Fellowship,1954.0,poetry,career,25000.0,,,,1.0
488,1782.0,Paul Clemens,Paul,Clemens,male,0,no mfa,winner,Whiting Foundation,Whiting Award,2011.0,no genre,career,50000.0,,,,1.0
489,1815.0,Peter Bagge,Peter,Bagge,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2014.0,no genre,career,50000.0,,,,1.0
490,1888.0,Reinaldo Povod,Reinaldo,Povod,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1987.0,no genre,career,50000.0,,,,1.0
491,1995.0,Robin Robertson,Robin,Robertson,male,0,no mfa,winner,American Academy of Arts and Letters,E. M. Forster Award,2004.0,no genre,career,10000.0,,,,1.0
492,2030.0,Russ Rymer,Russ,Rymer,male,0,no mfa,winner,Whiting Foundation,Whiting Award,1995.0,no genre,career,50000.0,,,,1.0
493,2245.0,Tim Pears,Tim,Pears,male,0,no mfa,winner,Lannan Foundation,Lannan Award,1996.0,prose,career,150000.0,,,,1.0
494,2306.0,Vincent McHugh,Vincent,McHugh,male,0,no mfa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1949.0,no genre,career,10000.0,,,,1.0
495,2322.0,Walter Abish,Walter,Abish,male,0,no mfa,winner,American Academy of Arts and Letters,Award of Merit Medal in the Novel,1991.0,prose,career,25000.0,,,,1.0
496,2322.0,Walter Abish,Walter,Abish,male,0,no mfa,winner,MacArthur Foundation,MacArthur Fellowship,1987.0,no genre,career,500000.0,,,,1.0
497,2364.0,William Gay,William,Gay,male,0,no mfa,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2007.0,no genre,career,50000.0,,,,1.0
498,708.0,Erik Ehn,Erik,Ehn,male,1,Yale University,winner,Whiting Foundation,Whiting Award,1997.0,no genre,career,50000.0,Yale University,,,1.0
499,1384.0,Leslie Epstein,Leslie,Epstein,male,1,Yale University,winner,American Academy of Arts and Letters,Arts and Letters Awards,1978.0,no genre,career,10000.0,Yale University,,,1.0
500,395.0,Christopher Durang,Christopher,Durang,male,1,Yale University,winner,American Academy of Arts and Letters,Arts and Letters Awards,2002.0,no genre,career,10000.0,Harvard University,,,1.0
501,1902.0,Richard Foreman,Richard,Foreman,male,1,Yale University,winner,American Academy of Arts and Letters,Arts and Letters Awards,1992.0,no genre,career,10000.0,Brown University,,,1.0
502,727.0,Evan Smith,Evan,Smith,male,1,Yale University,winner,Whiting Foundation,Whiting Award,2002.0,no genre,career,50000.0,,,,1.0
503,1056.0,Jeremy O. Harris,Jeremy O.,Harris,male,1,Yale University,winner,American Academy of Arts and Letters,Arts and Letters Awards,2020.0,no genre,career,10000.0,,,,1.0
504,2006.0,Romulus Linney,Romulus,Linney,male,1,Yale University,winner,American Academy of Arts and Letters,Arts and Letters Awards,1984.0,no genre,career,10000.0,,,,1.0
505,2197.0,Tarrell McCraney,Tarrell,McCraney,male,1,Yale University,winner,Whiting Foundation,Whiting Award,2007.0,no genre,career,50000.0,,,,1.0
506,2201.0,Teddy Wayne,Teddy,Wayne,male,1,Washington University,winner,Whiting Foundation,Whiting Award,2011.0,no genre,career,50000.0,Harvard University,,,1.0
507,1797.0,Paul Tran,Paul,Tran,male,1,Washington University,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2018.0,poetry,career,25800.0,Brown University,,,1.0
508,393.0,Christopher Cokinos,Christopher,Cokinos,male,1,Washington University,winner,Whiting Foundation,Whiting Award,2003.0,no genre,career,50000.0,,,,1.0
509,455.0,Damien Wilkins,Damien,Wilkins,male,1,Washington University,winner,Whiting Foundation,Whiting Award,1992.0,no genre,career,50000.0,,,,1.0
510,1454.0,Luther Hughes,Luther,Hughes,male,1,Washington University,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2020.0,poetry,career,25800.0,,,,1.0
511,1629.0,Michael Dahlie,Michael,Dahlie,male,1,Washington University,winner,Whiting Foundation,Whiting Award,2010.0,no genre,career,50000.0,,,,1.0
512,1846.0,Philip Williams,Philip,Williams,male,1,Washington University,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2013.0,poetry,career,25800.0,,,,1.0
513,1846.0,Philip Williams,Philip,Williams,male,1,Washington University,winner,Whiting Foundation,Whiting Award,2017.0,no genre,career,50000.0,,,,1.0
514,1931.0,Rickey Laurentiis,Rickey,Laurentiis,male,1,Washington University,winner,Lannan Foundation,Lannan Fellowship,2017.0,poetry,career,50000.0,,,,1.0
515,1931.0,Rickey Laurentiis,Rickey,Laurentiis,male,1,Washington University,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2012.0,poetry,career,25800.0,,,,1.0
516,1931.0,Rickey Laurentiis,Rickey,Laurentiis,male,1,Washington University,winner,Whiting Foundation,Whiting Award,2018.0,no genre,career,50000.0,,,,1.0
517,205.0,Avan Jordan,Avan,Jordan,male,1,Warren Wilson College,winner,Lannan Foundation,Lannan Award,2015.0,poetry,career,150000.0,,,,1.0
518,205.0,Avan Jordan,Avan,Jordan,male,1,Warren Wilson College,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2008.0,no genre,career,50000.0,,,,1.0
519,205.0,Avan Jordan,Avan,Jordan,male,1,Warren Wilson College,winner,Whiting Foundation,Whiting Award,2004.0,no genre,career,50000.0,,,,1.0
520,280.0,Brian Blanchfield,Brian,Blanchfield,male,1,Warren Wilson College,winner,Whiting Foundation,Whiting Award,2016.0,no genre,career,50000.0,,,,1.0
521,431.0,Cornelius Eady,Cornelius,Eady,male,1,Warren Wilson College,winner,Folger Shakespeare Library,O. B. Hardison Poetry Prize,2003.0,poetry,career,10000.0,,,,1.0
522,894.0,Hieu Minh Nguyen,Hieu Minh,Nguyen,male,1,Warren Wilson College,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2018.0,poetry,career,25800.0,,,,1.0
523,958.0,Jamaal May,Jamaal,May,male,1,Warren Wilson College,winner,American Academy of Arts and Letters,Benjamin H. Danks Award,2017.0,no genre,career,20000.0,,,,1.0
524,958.0,Jamaal May,Jamaal,May,male,1,Warren Wilson College,winner,Lannan Foundation,Lannan Fellowship,2014.0,poetry,career,50000.0,,,,1.0
525,28.0,Agymah Kamau,Agymah,Kamau,male,1,Virginia Commonwealth University,winner,Whiting Foundation,Whiting Award,2003.0,no genre,career,50000.0,,,,1.0
526,257.0,Bob Hicok,Bob,Hicok,male,1,Vermont College of Fine Arts ,winner,Library of Congress,Rebekah Johnson Bobbitt National Prize For Poetry,2008.0,poetry,career,10000.0,,,,1.0
527,1525.0,Mark Cox,Mark,Cox,male,1,Vermont College of Fine Arts ,winner,Whiting Foundation,Whiting Award,1987.0,no genre,career,50000.0,,,,1.0
528,476.0,Daniel Orozco,Daniel,Orozco,male,1,University of Washington,winner,Whiting Foundation,Whiting Award,2011.0,no genre,career,50000.0,Stanford University,,,1.0
529,352.0,Charles Harper Webb,Charles Harper,Webb,male,1,University of Washington,winner,Whiting Foundation,Whiting Award,1998.0,no genre,career,50000.0,,,,1.0
530,1588.0,Matthew Nienow,Matthew,Nienow,male,1,University of Washington,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2013.0,poetry,career,25800.0,,,,1.0
531,639.0,Edward P. Jones,Edward P.,Jones,male,1,University of Virginia,winner,American Academy of Arts and Letters,Arts and Letters Awards,2005.0,no genre,career,10000.0,,,,1.0
532,639.0,Edward P. Jones,Edward P.,Jones,male,1,University of Virginia,winner,Lannan Foundation,Lannan Award,2003.0,prose,career,150000.0,,,,1.0
533,639.0,Edward P. Jones,Edward P.,Jones,male,1,University of Virginia,winner,Lannan Foundation,Lannan Award,1994.0,prose,career,150000.0,,,,1.0
534,639.0,Edward P. Jones,Edward P.,Jones,male,1,University of Virginia,winner,MacArthur Foundation,MacArthur Fellowship,2004.0,no genre,career,500000.0,,,,1.0
535,977.0,James Kimbrell,James,Kimbrell,male,1,University of Virginia,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,1992.0,poetry,career,15000.0,,,,1.0
536,977.0,James Kimbrell,James,Kimbrell,male,1,University of Virginia,winner,Whiting Foundation,Whiting Award,1998.0,no genre,career,50000.0,,,,1.0
537,230.0,Benjamine Alire Saenz,Benjamine Alire,Saenz,male,1,"University of Texas, El Paso",winner,Lannan Foundation,Lannan Award,1993.0,poetry,career,150000.0,Stanford University,,,1.0
538,1637.0,Michael McGriff,Michael,McGriff,male,1,"University of Texas, Austin",winner,Lannan Foundation,Lannan Fellowship,2010.0,poetry,career,50000.0,Stanford University,,,1.0
539,1637.0,Michael McGriff,Michael,McGriff,male,1,"University of Texas, Austin",winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2005.0,poetry,career,25800.0,Stanford University,,,1.0
540,1157.0,John McManus,John,McManus,male,1,"University of Texas, Austin",winner,American Academy of Arts and Letters,Arts and Letters Awards,2019.0,no genre,career,10000.0,,,,1.0
541,1157.0,John McManus,John,McManus,male,1,"University of Texas, Austin",winner,Whiting Foundation,Whiting Award,2000.0,no genre,career,50000.0,,,,1.0
542,1478.0,Malachi Black,Malachi,Black,male,1,"University of Texas, Austin",winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2009.0,poetry,career,25800.0,,,,1.0
543,2001.0,Roger Reeves,Roger,Reeves,male,1,"University of Texas, Austin",winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2008.0,poetry,career,25800.0,,,,1.0
544,2001.0,Roger Reeves,Roger,Reeves,male,1,"University of Texas, Austin",winner,Whiting Foundation,Whiting Award,2015.0,no genre,career,50000.0,,,,1.0
545,2045.0,Sam Sax,Sam,Sax,male,1,"University of Texas, Austin",winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2018.0,poetry,career,25800.0,,,,1.0
546,437.0,Craig Santos Perez,Craig Santos,Perez,male,1,University of San Francisco,winner,Lannan Foundation,Lannan Fellowship,2016.0,poetry,career,50000.0,,,,1.0
547,2205.0,Terrance Hayes,Terrance,Hayes,male,1,University of Pittsburgh,winner,American Academy of Arts and Letters,Arts and Letters Awards,2016.0,no genre,career,10000.0,,,,1.0
548,2205.0,Terrance Hayes,Terrance,Hayes,male,1,University of Pittsburgh,winner,MacArthur Foundation,MacArthur Fellowship,2014.0,no genre,career,625000.0,,,,1.0
549,2205.0,Terrance Hayes,Terrance,Hayes,male,1,University of Pittsburgh,winner,Library of Congress,Rebekah Johnson Bobbitt National Prize For Poetry,2020.0,poetry,career,10000.0,,,,1.0
550,2205.0,Terrance Hayes,Terrance,Hayes,male,1,University of Pittsburgh,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2011.0,no genre,career,50000.0,,,,1.0
551,2205.0,Terrance Hayes,Terrance,Hayes,male,1,University of Pittsburgh,winner,Whiting Foundation,Whiting Award,1999.0,no genre,career,50000.0,,,,1.0
552,2207.0,Terrencedes Pres,Terrencedes,Pres,male,1,University of Pittsburgh,winner,American Academy of Arts and Letters,Arts and Letters Awards,1978.0,no genre,career,10000.0,,,,1.0
553,287.0,Brian Turner,Brian,Turner,male,1,University of Oregon,winner,Lannan Foundation,Lannan Fellowship,2006.0,poetry,career,50000.0,,,,1.0
554,287.0,Brian Turner,Brian,Turner,male,1,University of Oregon,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2009.0,no genre,career,50000.0,,,,1.0
555,1042.0,Jeffrey Schultz,Jeffrey,Schultz,male,1,University of Oregon,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2009.0,poetry,career,25800.0,,,,1.0
556,1043.0,Jeffrey Skinner,Jeffrey,Skinner,male,1,University of Oregon,winner,American Academy of Arts and Letters,Arts and Letters Awards,2015.0,no genre,career,10000.0,,,,1.0
557,1464.0,Lysley Tenorio,Lysley,Tenorio,male,1,University of Oregon,winner,Whiting Foundation,Whiting Award,2008.0,no genre,career,50000.0,,,,1.0
558,1477.0,Major Jackson,Major,Jackson,male,1,University of Oregon,winner,Whiting Foundation,Whiting Award,2003.0,no genre,career,50000.0,,,,1.0
559,1975.0,Robert Morgan,Robert,Morgan,male,1,"University of North Carolina, Greensboro",winner,American Academy of Arts and Letters,Arts and Letters Awards,2007.0,no genre,career,10000.0,,,,1.0
560,2068.0,Sarah Lindsay,Sarah,Lindsay,male,1,"University of North Carolina, Greensboro",winner,Lannan Foundation,Lannan Fellowship,2009.0,poetry,career,50000.0,,,,1.0
561,1057.0,Jericho Brown,Jericho,Brown,male,1,University of New Orleans,winner,"United States Artists (Ford, Rockefeller, Rasmuson, and Prudential)",USA Fellowship,2020.0,no genre,career,50000.0,,,,1.0
562,1057.0,Jericho Brown,Jericho,Brown,male,1,University of New Orleans,winner,Whiting Foundation,Whiting Award,2009.0,no genre,career,50000.0,,,,1.0
563,458.0,Dan Josefson,Dan,Josefson,male,1,University of Nevada,winner,Whiting Foundation,Whiting Award,2015.0,no genre,career,50000.0,,,,1.0
564,1179.0,Jon Davis,Jon,Davis,male,1,University of Montana,winner,Lannan Foundation,Lannan Award,1998.0,poetry,career,150000.0,,,,1.0
565,1707.0,Nathan Bartel,Nathan,Bartel,male,1,University of Montana,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2004.0,poetry,career,25800.0,,,,1.0
566,413.0,Claude Wilkinson,Claude,Wilkinson,male,1,University of Mississippi,winner,Whiting Foundation,Whiting Award,2000.0,no genre,career,50000.0,,,,1.0
567,2024.0,Roy Guzman,Roy,Guzman,male,1,University of Minnesota,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2017.0,poetry,career,25800.0,,,,1.0
568,1062.0,Jess Row,Jess,Row,male,1,University of Michigan,winner,Whiting Foundation,Whiting Award,2003.0,no genre,career,50000.0,Yale University,,,1.0
569,1625.0,Michael Byers,Michael,Byers,male,1,University of Michigan,winner,Whiting Foundation,Whiting Award,1998.0,no genre,career,50000.0,Stanford University,,,1.0
570,1873.0,Rattawut Lapcharoensap,Rattawut,Lapcharoensap,male,1,University of Michigan,winner,Whiting Foundation,Whiting Award,2010.0,no genre,career,50000.0,Cornell University,,,1.0
571,464.0,Danez Smith,Danez,Smith,male,1,University of Michigan,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2014.0,poetry,career,25800.0,,,,1.0
572,600.0,Donovan Hohn,Donovan,Hohn,male,1,University of Michigan,winner,Whiting Foundation,Whiting Award,2008.0,no genre,career,50000.0,,,,1.0
573,1706.0,Nate Marshall,Nate,Marshall,male,1,University of Michigan,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2015.0,poetry,career,25800.0,,,,1.0
574,1774.0,Patrick O'Keefe,Patrick,O'Keefe,male,1,University of Michigan,winner,Whiting Foundation,Whiting Award,2006.0,no genre,career,50000.0,,,,1.0
575,276.0,Brendan Galvin,Brendan,Galvin,male,1,"University of Massachusetts, Amherst",winner,Folger Shakespeare Library,O. B. Hardison Poetry Prize,1991.0,poetry,career,10000.0,,,,1.0
576,1885.0,Reginald Dwayne Betts,Reginald Dwayne,Betts,male,1,University of Maryland,winner,Poetry Foundation,Ruth Lilly And Dorothy Sargent Rosenberg Poetry Fellowship,2012.0,poetry,career,25800.0,,,,1.0
577,1894.0,Richard Bankowsky,Richard,Bankowsky,male,1,University of Iowa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1963.0,no genre,career,10000.0,Yale University, Columbia University,,1.0
578,1539.0,Mark Strand,Mark,Strand,male,1,University of Iowa,winner,Academy of American Poets,Academy of American Poets Fellowship,1979.0,poetry,career,25000.0,Yale University,,,1.0
579,1539.0,Mark Strand,Mark,Strand,male,1,University of Iowa,winner,American Academy of Arts and Letters,Arts and Letters Awards,1975.0,no genre,career,10000.0,Yale University,,,1.0
