,person_id,full_name,gender,graduate_degree,mfa_degree,award,prize_amount
1288,1748.0,Oliver La Farge,male,1,no mfa,1.0,15000.0
1289,1749.0,Oliver Sacks,male,0,no mfa,1.0,20000.0
1290,1750.0,Olivia Clare,female,1,University of Iowa,1.0,25800.0
1291,1751.0,Olympia Vernon,female,1,Louisiana State University,1.0,10000.0
1292,1755.0,Oscar Hijuelos,male,1,no mfa,1.0,15000.0
1293,1758.0,Ottessa Moshfegh,female,1,Brown University,1.0,10000.0
1294,1759.0,P. M. Pasinetti,male,1,no mfa,1.0,10000.0
1295,1760.0,Padgett Powell,male,1,University of Houston,1.0,50000.0
1296,1761.0,Padraic Colum,male,0,no mfa,1.0,25000.0
1297,1762.0,Page Smith,male,1,no mfa,1.0,10000.0
1298,1764.0,Pam Durban,female,1,University of Iowa,1.0,50000.0
1299,1770.0,Patricia Smith,female,1,University of Southern Maine,3.0,135000.0
1300,1771.0,Patricia Spears Jones,female,1,Vermont College of Fine Arts ,1.0,75000.0
1301,1772.0,Patricia Storace,female,1,no mfa,1.0,50000.0
1302,1773.0,Patrick Cottrell,male,1,Art Institute of Chicago,1.0,50000.0
1303,1774.0,Patrick O'Keefe,male,1,University of Michigan,1.0,50000.0
1304,1775.0,Patrick Phillips,male,1,University of Maryland,1.0,10000.0
1305,1776.0,Patrick Rosal,male,1,Sarah Lawrence College,1.0,25000.0
1306,1777.0,Pattiann Rogers,female,1,no mfa,2.0,300000.0
1307,1778.0,Paul Auster,male,1,no mfa,1.0,10000.0
1308,1779.0,Paul Bailey,male,0,no mfa,1.0,10000.0
1309,1780.0,Paul Beatty,male,1,Brooklyn College,1.0,10000.0
1310,1781.0,Paul Bowles,male,1,no mfa,1.0,10000.0
1311,1782.0,Paul Clemens,male,0,no mfa,1.0,50000.0
1312,1784.0,Paul Farley,male,0,no mfa,1.0,10000.0
1313,1785.0,Paul Fussell,male,1,no mfa,1.0,10000.0
1314,1786.0,Paul Goodman,male,1,no mfa,1.0,10000.0
1315,1788.0,Paul Guest,male,1,Southern Illinois State University,1.0,50000.0
1316,1789.0,Paul Harding,male,1,University of Iowa,2.0,40000.0
1317,1792.0,Paul Metcalf,male,0,no mfa,1.0,10000.0
1318,1793.0,Paul Muldoon,male,0,no mfa,2.0,25000.0
1319,1796.0,Paul Theroux,male,0,no mfa,1.0,10000.0
1320,1797.0,Paul Tran,male,1,Washington University,1.0,25800.0
1321,1798.0,Paul Violi,male,0,no mfa,1.0,10000.0
1322,1799.0,Paul West,male,1,no mfa,2.0,160000.0
1323,1801.0,Paul Zimmer,male,0,no mfa,1.0,10000.0
1324,1803.0,Paula Fox,female,0,no mfa,2.0,35000.0
1325,1804.0,Paula Gunn Allen,female,1,University of Oregon,1.0,50000.0
1326,1805.0,Paula Vogel,female,1,no mfa,1.0,10000.0
1327,1806.0,Paule Marshall,female,0,no mfa,1.0,10000.0
1328,1807.0,Pauline Hanson,unknown,0,no mfa,1.0,10000.0
1329,1808.0,Pauline Kael,female,0,no mfa,1.0,10000.0
1330,1809.0,Pearl Buck,female,0,no mfa,1.0,15000.0
1331,1810.0,Penelope Gilliatt,female,0,no mfa,1.0,10000.0
1332,1812.0,Percival Everett,male,1,Brown University,1.0,10000.0
1333,1813.0,Percy Mackaye,male,0,no mfa,1.0,25000.0
1334,1814.0,Pete Dexter,male,0,no mfa,1.0,10000.0
1335,1815.0,Peter Bagge,male,0,no mfa,1.0,50000.0
1336,1816.0,Peter Balakian,male,1,no mfa,1.0,15000.0
1337,1817.0,Peter Brown,male,0,no mfa,1.0,20000.0
1338,1819.0,Peter Carey,male,0,no mfa,1.0,20000.0
1339,1820.0,Peter Cole,male,0,no mfa,2.0,510000.0
1340,1821.0,Peter Dale Scott,male,1,no mfa,1.0,150000.0
1341,1822.0,Peter Davison,male,0,no mfa,1.0,10000.0
1342,1823.0,Peter Everwine,male,1,no mfa,1.0,10000.0
1343,1825.0,Peter Matthiessen,male,0,no mfa,4.0,210000.0
1344,1826.0,Peter Orner,male,1,University of Iowa,1.0,50000.0
1345,1827.0,Peter Pouncey,male,1,no mfa,1.0,20000.0
1346,1829.0,Peter Reading,male,0,no mfa,1.0,150000.0
1347,1830.0,Peter Schjeldahl,male,0,no mfa,1.0,20000.0
1348,1831.0,Peter Taylor,male,0,no mfa,3.0,40000.0
1349,1832.0,Peter Trachtenberg,male,1,no mfa,1.0,50000.0
1350,1833.0,Peter Viereck,male,1,no mfa,1.0,15000.0
1351,1834.0,Peterde Vries,male,0,no mfa,1.0,10000.0
1352,1835.0,Phil Klay,male,0,no mfa,1.0,10000.0
1353,1836.0,Philip Booth,male,1,no mfa,2.0,35000.0
1354,1838.0,Philip Kitcher,male,1,no mfa,1.0,150000.0
1355,1839.0,Philip Levine,male,1,University of Iowa,9.0,340000.0
1356,1840.0,Philip Metres,male,1,Indiana University,1.0,50000.0
1357,1843.0,Philip Roth,male,1,no mfa,8.0,115000.0
1358,1844.0,Philip Schultz,male,1,University of Iowa,2.0,25000.0
1359,1845.0,Philip Whalen,male,0,no mfa,1.0,10000.0
1360,1846.0,Philip Williams,male,1,Washington University,3.0,85800.0
1361,1848.0,Phyllis McGinley,female,0,no mfa,1.0,15000.0
1362,1851.0,Priscilla Robertson,female,0,no mfa,1.0,10000.0
1363,1853.0,R. H. W. Dillard,male,1,no mfa,1.0,10000.0
1364,1855.0,R. S. Jones,male,1,no mfa,1.0,50000.0
1365,1856.0,R. W. B. Lewis,female,1,no mfa,1.0,10000.0
1366,1857.0,Rachel Hadas,female,1,no mfa,2.0,20000.0
1367,1858.0,Rachel Ingalls,female,0,no mfa,1.0,10000.0
1368,1859.0,Rachel Kushner,female,1,Columbia University,1.0,20000.0
1369,1860.0,Rachel Seiffert,female,0,no mfa,1.0,10000.0
1370,1861.0,Rae Armantrout,female,1,San Francisco State University,1.0,15000.0
1371,1864.0,Rafi Zabor,male,0,no mfa,1.0,15000.0
1372,1865.0,Rajiv Joseph,male,1,New York University,2.0,60000.0
1373,1866.0,Ralph Ellison,male,0,no mfa,1.0,10000.0
1374,1867.0,Ralph Lombreglia,male,1,no mfa,1.0,50000.0
1375,1868.0,Ralph Manheim,male,1,no mfa,1.0,10000.0
1376,1869.0,Randall Jarrell,male,1,no mfa,5.0,125000.0
1377,1870.0,Randall Kenan,male,0,no mfa,1.0,50000.0
1378,1871.0,Randall Silvis,male,0,no mfa,1.0,15000.0
1379,1873.0,Rattawut Lapcharoensap,male,1,University of Michigan,1.0,50000.0
1380,1874.0,Raven Leilani,female,1,New York University,2.0,65000.0
1381,1875.0,Ray Bradbury,male,0,no mfa,2.0,50000.0
1382,1876.0,Raymond Abbott,male,0,no mfa,1.0,50000.0
1383,1877.0,Raymond Carver,male,1,University of Iowa,1.0,100000.0
1384,1879.0,Rebecca Gayle Howell,female,1,Drew University,1.0,50000.0
1385,1880.0,Rebecca Goldstein,female,1,no mfa,1.0,50000.0
1386,1882.0,Rebecca Seiferle,female,1,Warren Wilson College,1.0,50000.0
1387,1884.0,Reed Whittemore,male,0,no mfa,5.0,165000.0
1388,1885.0,Reginald Dwayne Betts,male,1,University of Maryland,1.0,25800.0
1389,1886.0,Reginald Gibbons,male,1,no mfa,1.0,10000.0
1390,1887.0,Reginald McKnight,male,1,no mfa,3.0,75000.0
1391,1888.0,Reinaldo Povod,male,0,no mfa,1.0,50000.0
1392,1889.0,Renata Adler,female,1,no mfa,2.0,20000.0
1393,1891.0,Reuben Bercovitch,unknown,0,no mfa,1.0,10000.0
1394,1892.0,Reuel Denney,male,0,no mfa,1.0,10000.0
1395,1893.0,Reynolds Price,male,0,no mfa,1.0,10000.0
1396,1894.0,Richard Bankowsky,male,1,University of Iowa,1.0,10000.0
1397,1895.0,Richard Bausch,male,1,University of Iowa,1.0,10000.0
1398,1898.0,Richard Chase,male,0,no mfa,1.0,10000.0
1399,1899.0,Richard Eberhart,male,1,no mfa,8.0,175000.0
1400,1901.0,Richard Ford,male,1,"Univeristy of California, Irvine",5.0,105000.0
1401,1902.0,Richard Foreman,male,1,Yale University,1.0,10000.0
1402,1904.0,Richard Howard,male,1,no mfa,5.0,575000.0
1403,1905.0,Richard Hugo,male,1,no mfa,1.0,25000.0
1404,1906.0,Richard Kenney,male,0,no mfa,2.0,650000.0
1405,1907.0,Richard Lange,male,0,no mfa,1.0,10000.0
1406,1909.0,Richard Nelson,male,0,no mfa,1.0,10000.0
1407,1910.0,Richard Poirier,male,1,no mfa,1.0,10000.0
1408,1911.0,Richard Powers,male,1,no mfa,6.0,705000.0
1409,1912.0,Richard Price,male,1,Columbia University,1.0,10000.0
1410,1913.0,Richard Russo,male,1,University of Arizona,1.0,15000.0
1411,1914.0,Richard Sieburth,male,1,no mfa,1.0,10000.0
1412,1918.0,Richard Wilbur,male,1,no mfa,8.0,320000.0
1413,1919.0,Richard Wiley,male,1,University of Iowa,1.0,15000.0
1414,1920.0,Richard Yates,male,0,no mfa,2.0,20000.0
1415,1921.0,Richardg Stern,male,1,no mfa,2.0,35000.0
1416,1922.0,Richie Hofmann,male,1,Johns Hopkins University,1.0,25800.0
1417,1923.0,Richmond Lattimore,male,1,no mfa,2.0,35000.0
1418,1924.0,Rick Atkinson,male,1,no mfa,1.0,40000.0
1419,1925.0,Rick Demarinis,male,0,no mfa,2.0,25000.0
1420,1926.0,Rick Hilles,male,1,Columbia University,1.0,50000.0
1421,1927.0,Rick Hillis,male,1,University of Iowa,1.0,15000.0
1422,1928.0,Rick Moody,male,1,Columbia University,2.0,20000.0
1423,1929.0,Rick Rofihe,male,0,no mfa,1.0,50000.0
1424,1931.0,Rickey Laurentiis,male,1,Washington University,3.0,125800.0
1425,1932.0,Ridgely Torrence,male,0,no mfa,1.0,25000.0
1426,1933.0,Rigoberto González,male,1,University of Arizona,3.0,125000.0
1427,1935.0,Rikki Ducornet,female,0,no mfa,3.0,310000.0
1428,1936.0,Rilla Askew,female,1,Brooklyn College,1.0,10000.0
1429,1937.0,Rinne Groff,female,1,New York University,1.0,50000.0
1430,1938.0,Rion Amilcar Scott,male,1,George Mason University,1.0,25000.0
1431,1939.0,Rita Dove,female,1,University of Iowa,5.0,220000.0
1432,1943.0,Robert Alter,male,1,no mfa,1.0,10000.0
1433,1944.0,Robert Bly,male,1,University of Iowa,2.0,20000.0
1434,1948.0,Robert Coffin,male,1,no mfa,1.0,15000.0
1435,1949.0,Robert Cohen,male,1,Columbia University,1.0,50000.0
1436,1950.0,Robert Coover,male,1,no mfa,2.0,160000.0
1437,1951.0,Robert Craft,male,0,no mfa,1.0,10000.0
1438,1952.0,Robert Creeley,male,1,no mfa,2.0,210000.0
1439,1953.0,Robert D. Richardson,male,1,no mfa,1.0,10000.0
1440,1954.0,Robert Fagles,male,1,no mfa,1.0,10000.0
1441,1955.0,Robert Fitzgerald,male,0,no mfa,3.0,80000.0
1442,1957.0,Robert Francis,male,1,no mfa,1.0,25000.0
1443,1958.0,Robert Frost,male,0,no mfa,8.0,165000.0
1444,1962.0,Robert Hass,male,1,no mfa,9.0,755000.0
1445,1963.0,Robert Hayden,male,1,no mfa,4.0,130000.0
1446,1964.0,Robert Hillyer,male,1,no mfa,1.0,15000.0
1447,1965.0,Robert Horan,male,0,no mfa,1.0,10000.0
1448,1966.0,Robert Hughes,male,0,no mfa,1.0,10000.0
1449,1968.0,Robert Kelly,male,1,no mfa,1.0,10000.0
1450,1970.0,Robert Lewis Taylor,male,0,no mfa,1.0,15000.0
1451,1972.0,Robert Lowell,male,1,no mfa,6.0,120000.0
1452,1973.0,Robert Macfarlane,male,1,no mfa,1.0,10000.0
1453,1974.0,Robert Mezey,male,1,no mfa,1.0,10000.0
1454,1975.0,Robert Morgan,male,1,"University of North Carolina, Greensboro",1.0,10000.0
1455,1977.0,Robert Olen Butler,male,1,no mfa,2.0,25000.0
1456,1979.0,Robert Pack,male,1,no mfa,1.0,10000.0
1457,1980.0,Robert Penn Warren,male,1,no mfa,10.0,705000.0
1458,1981.0,Robert Phillips,male,1,no mfa,1.0,10000.0
1459,1982.0,Robert Pinsky,male,1,no mfa,6.0,175000.0
1460,1985.0,Robert Stone,male,1,no mfa,3.0,120000.0
1461,1987.0,Robert Watson,male,1,no mfa,1.0,10000.0
1462,1988.0,Robert Wrigley,male,1,University of Montana,1.0,100000.0
1463,1989.0,Roberta Caro,male,0,no mfa,1.0,10000.0
1464,1990.0,Robertm Pirsig,male,1,no mfa,1.0,10000.0
1465,1993.0,Robin Cooper-Stone,female,0,no mfa,1.0,15000.0
1466,1994.0,Robin Coste Lewis,female,1,New York University,2.0,60000.0
1467,1995.0,Robin Robertson,male,0,no mfa,1.0,10000.0
1468,1996.0,Robinson Jeffers,male,0,no mfa,1.0,25000.0
1469,1997.0,Robley Wilson,male,1,University of Iowa,1.0,15000.0
1470,1999.0,Rodney Jones,male,1,University of North Carolina,1.0,100000.0
1471,2000.0,Roger Fanning,male,1,no mfa,1.0,50000.0
1472,2001.0,Roger Reeves,male,1,"University of Texas, Austin",2.0,75800.0
1473,2002.0,Roger Shattuck,male,0,no mfa,1.0,10000.0
1474,2004.0,Rolf Fjelde,male,1,Columbia University,1.0,10000.0
1475,2005.0,Rolfe Humphries,male,0,no mfa,1.0,25000.0
1476,2006.0,Romulus Linney,male,1,Yale University,1.0,10000.0
1477,2009.0,Ron Childress,male,0,no mfa,1.0,25000.0
1478,2010.0,Ron Curriejr,male,0,no mfa,1.0,10000.0
1479,2011.0,Ron Hansen,male,1,University of Iowa,1.0,10000.0
1480,2012.0,Ron Padgett,male,0,no mfa,1.0,10000.0
1481,2013.0,Ronald L. Fair,male,0,no mfa,1.0,10000.0
1482,2014.0,Ronald Sukenick,male,1,no mfa,1.0,10000.0
1483,2015.0,Rosanna Warren,female,1,Johns Hopkins University,1.0,25000.0
1484,2016.0,Rosellen Brown,female,0,no mfa,1.0,10000.0
1485,2017.0,Rosemary Mahoney,female,1,no mfa,1.0,50000.0
1486,2018.0,Rosina Lippi,female,1,no mfa,1.0,10000.0
1487,2019.0,Ross Gay,male,1,Sarah Lawrence College,1.0,100000.0
1488,2020.0,Rowan Ricardo Phillips,male,1,no mfa,1.0,50000.0
1489,2024.0,Roy Guzman,male,1,University of Minnesota,1.0,25800.0
1490,2025.0,Roy Scranton,male,1,no mfa,1.0,50000.0
1491,2026.0,Rs Thomas,male,0,no mfa,1.0,150000.0
1492,2028.0,Ruchika Tomar,female,1,Columbia University,1.0,10000.0
1493,2030.0,Russ Rymer,male,0,no mfa,1.0,50000.0
1494,2031.0,Russell Banks,male,0,no mfa,1.0,10000.0
1495,2032.0,Russell Edson,male,0,no mfa,1.0,50000.0
1496,2034.0,Ruth Prawer Jhabala,female,0,no mfa,2.0,510000.0
1497,2036.0,Ruth Stone,female,0,no mfa,3.0,160000.0
1498,2037.0,Ruthven Todd,male,0,no mfa,1.0,10000.0
1499,2038.0,Rv Cassill,male,1,no mfa,1.0,10000.0
1500,2039.0,Ryan Call,male,1,George Mason University,1.0,50000.0
1501,2040.0,Sabina Murray,female,1,no mfa,1.0,15000.0
1502,2041.0,Safia Elhillo,female,1,New School for Social Research,1.0,25800.0
1503,2042.0,Safiya Sinclair,female,1,University of Virginia,3.0,85800.0
1504,2043.0,Sally Rooney,female,1,no mfa,1.0,10000.0
1505,2044.0,Salvatore Scibona,male,1,University of Iowa,1.0,50000.0
1506,2045.0,Sam Sax,male,1,"University of Texas, Austin",1.0,25800.0
1507,2046.0,Sam Shepard,male,0,no mfa,1.0,10000.0
1508,2047.0,Samantha Gillison,female,0,no mfa,1.0,50000.0
1509,2048.0,Samrat Upadhyay,male,1,no mfa,1.0,50000.0
1510,2052.0,Samuel Hunter,male,1,University of Iowa,1.0,50000.0
1511,2053.0,Samuel Hynes,male,1,no mfa,1.0,10000.0
1512,2054.0,Sandra Benitez,female,1,no mfa,1.0,50000.0
1513,2055.0,Sandra Cisneros,female,1,University of Iowa,3.0,700000.0
1514,2057.0,Sandra Lim,female,1,University of Iowa,1.0,10000.0
1515,2058.0,Sandra McPherson,female,0,no mfa,1.0,10000.0
1516,2060.0,Sanford Friedman,male,0,no mfa,1.0,10000.0
1517,2061.0,Saïd Sayrafiezadeh,male,0,no mfa,1.0,50000.0
1518,2062.0,Sapphire Sapphire,female,1,Brooklyn College,1.0,50000.0
1519,2063.0,Sara Baume,female,0,no mfa,1.0,50000.0
1520,2064.0,Sara Teasdale,female,0,no mfa,1.0,15000.0
1521,2066.0,Sarah Hall,female,1,no mfa,1.0,10000.0
1522,2068.0,Sarah Lindsay,male,1,"University of North Carolina, Greensboro",1.0,50000.0
1523,2069.0,Sarah M. Broom,female,1,no mfa,1.0,50000.0
1524,2070.0,Sarah Ruhl,female,1,Brown University,1.0,50000.0
1525,2071.0,Sarah Shun Lien Bynum,female,1,University of Iowa,1.0,50000.0
1526,2072.0,Saskia Hamilton,female,1,no mfa,1.0,15000.0
1527,2073.0,Saul Bellow,male,1,no mfa,6.0,95000.0
1528,2075.0,Scott Blackwood,male,1,Texas State University,1.0,50000.0
1529,2076.0,Scott McPherson,male,0,no mfa,1.0,50000.0
1530,2080.0,Seamus Heaney,male,0,no mfa,1.0,10000.0
1531,2081.0,Sean Brian Bishop,male,1,University of Houston,1.0,25800.0
1532,2082.0,Sean O'Brien,male,0,no mfa,1.0,10000.0
1533,2085.0,Serio De La Pava,male,1,no mfa,1.0,25000.0
1534,2086.0,Seth Kantner,male,1,no mfa,1.0,50000.0
1535,2087.0,Shane McCrae,male,1,University of Iowa,2.0,100000.0
1536,2088.0,Shannon Cain,female,1,Warren Wilson College,1.0,15000.0
1537,2090.0,Sharifa Rhodes Pitts,female,0,no mfa,1.0,50000.0
1538,2091.0,Sharon Cameron,female,1,no mfa,1.0,20000.0
1539,2092.0,Sharon Olds,female,1,no mfa,4.0,190000.0
1540,2093.0,Shawn Vestal,male,1,Eastern Washington University,1.0,25000.0
1541,2095.0,Sheila Callaghan,female,1,"University of California, Los Angeles",1.0,50000.0
1542,2097.0,Shelby Foote,male,0,no mfa,1.0,40000.0
1543,2098.0,Shelby Hearon,female,0,no mfa,1.0,10000.0
1544,2099.0,Sheldon Wolin,male,1,no mfa,1.0,150000.0
1545,2100.0,Sherman Alexie,male,0,no mfa,1.0,15000.0
1546,2101.0,Sherod Santos,male,1,"Univeristy of California, Irvine",1.0,10000.0
1547,2102.0,Sherwin Bitsui,male,0,no mfa,2.0,100000.0
1548,2104.0,Shirley Ann Grau,male,0,no mfa,1.0,15000.0
1549,2105.0,Shirley Graham,female,1,no mfa,1.0,10000.0
1550,2106.0,Shirley Hazzard,female,0,no mfa,2.0,20000.0
1551,2107.0,Sigrid Nunez,female,1,Columbia University,3.0,70000.0
1552,2108.0,Simon Armitage,male,1,no mfa,1.0,150000.0
1553,2109.0,Simon Schama,male,1,no mfa,1.0,10000.0
1554,2110.0,Simone White,female,1,New School for Social Research,1.0,50000.0
1555,2111.0,Sinclair Lewis,male,0,no mfa,1.0,15000.0
1556,2112.0,Sinéad Morrissey,female,1,no mfa,2.0,60000.0
1557,2113.0,Siri Hustvedt,female,1,no mfa,1.0,10000.0
1558,2114.0,Solmaz Sharif,female,1,New York University,2.0,75800.0
1559,2116.0,Sonia Sanchez,female,0,no mfa,1.0,100000.0
1560,2118.0,Spencer Holst,male,0,no mfa,1.0,10000.0
1561,2119.0,Spencer Reece,male,1,no mfa,2.0,60000.0
1562,2120.0,St John Perse,male,0,no mfa,1.0,25000.0
1563,2122.0,Stacy Schiff,female,0,no mfa,1.0,10000.0
1564,2124.0,Stanley Burnshaw,male,1,no mfa,1.0,10000.0
1565,2125.0,Stanley Crouch,male,0,no mfa,1.0,50000.0
1566,2126.0,Stanley Elkin,male,1,no mfa,2.0,20000.0
1567,2127.0,Stanley Fish,male,1,no mfa,1.0,15000.0
1568,2128.0,Stanley Kunitz,male,1,no mfa,11.0,270000.0
1569,2129.0,Stanley Plumly,male,1,no mfa,1.0,10000.0
1570,2130.0,Stanleyedgar Hyman,male,0,no mfa,1.0,10000.0
1571,2134.0,Stephanie Powell Watts,female,1,no mfa,1.0,50000.0
1572,2136.0,Stephen Adly Guirgis,male,0,no mfa,2.0,60000.0
1573,2138.0,Stephen Dixon,male,1,no mfa,1.0,10000.0
1574,2139.0,Stephen Dunn,male,1,no mfa,2.0,25000.0
1575,2140.0,Stephen Orgel,male,1,no mfa,1.0,10000.0
1576,2141.0,Stephen Sandy,male,1,no mfa,1.0,10000.0
1577,2142.0,Stephen Sexton,male,1,no mfa,1.0,10000.0
1578,2144.0,Stephen Spender,male,0,no mfa,2.0,70000.0
1579,2145.0,Stephen Vincent Benét,male,1,no mfa,2.0,30000.0
1580,2146.0,Stephen Wright,male,1,University of Iowa,2.0,200000.0
1581,2148.0,Stephenjay Gould,male,1,no mfa,1.0,20000.0
1582,2150.0,Sterling Brown,male,1,no mfa,1.0,25000.0
1583,2151.0,Steve Erickson,male,1,no mfa,2.0,210000.0
1584,2156.0,Steven Millhauser,male,0,no mfa,3.0,175000.0
1585,2157.0,Stewart Justman,male,1,no mfa,1.0,15000.0
1586,2158.0,Stewart O'Nan,male,1,Cornell University,1.0,15000.0
1587,2159.0,Stuart Dybek,male,1,University of Iowa,4.0,710000.0
1588,2162.0,Sujikwock Kim,female,1,University of Iowa,2.0,60000.0
1589,2163.0,Suketu Mehta,male,1,University of Iowa,1.0,50000.0
1590,2164.0,Sumita Chakraborty,female,0,no mfa,1.0,25800.0
1591,2166.0,Susan Choi,female,1,Cornell University,2.0,20000.0
1592,2167.0,Susan Howe,female,0,no mfa,1.0,10000.0
1593,2170.0,Susan Mitchell,female,1,no mfa,2.0,250000.0
1594,2171.0,Susan Muaddi Darraj,female,1,no mfa,1.0,50000.0
1595,2172.0,Susan Nussbaum,female,0,no mfa,1.0,25000.0
1596,2173.0,Susan Power,female,1,University of Iowa,2.0,60000.0
1597,2174.0,Susan Sontag,female,1,no mfa,2.0,20000.0
1598,2175.0,Susan Steinberg,female,1,"University of Massachusetts, Amherst",1.0,50000.0
1599,2176.0,Susan Stewart,female,1,Johns Hopkins University,2.0,510000.0
1600,2177.0,Susan Straight,female,1,"University of Massachusetts, Amherst",1.0,150000.0
1601,2180.0,Susanna Daniel,female,1,University of Iowa,1.0,25000.0
1602,2182.0,Susanna Moore,female,0,no mfa,1.0,10000.0
1603,2183.0,Suzan-Lori Parks,female,0,no mfa,2.0,60000.0
1604,2184.0,Suzannah Lessard,female,0,no mfa,1.0,50000.0
1605,2185.0,Suzanne Gardinier,female,1,Columbia University,1.0,150000.0
1606,2186.0,Suzanne Greenberg,female,1,University of Maryland,1.0,15000.0
1607,2189.0,Sylvia Moss,female,0,no mfa,1.0,50000.0
1608,2190.0,Sylvia Plath,female,0,no mfa,1.0,15000.0
1609,2192.0,T. Coraghessan Boyle,male,1,University of Iowa,2.0,35000.0
1610,2194.0,T. Zahary Cotler,male,1,University of Iowa,1.0,25800.0
1611,2195.0,Tanehisi Coates,male,0,no mfa,3.0,650000.0
1612,2196.0,Tarfia Faizullah,female,1,Virginia Commonwealth University,1.0,50000.0
1613,2197.0,Tarrell McCraney,male,1,Yale University,1.0,50000.0
1614,2198.0,Tayari Jones,female,1,University of Arizona,1.0,50000.0
1615,2200.0,Ted Kooser,male,1,no mfa,4.0,120000.0
1616,2201.0,Teddy Wayne,male,1,Washington University,1.0,50000.0
1617,2202.0,Teju Cole,male,1,no mfa,4.0,235000.0
1618,2203.0,Tennessee Williams,male,0,no mfa,1.0,10000.0
1619,2204.0,Terese Marie Mailhot,female,1,Institute of American Indian Arts,1.0,50000.0
1620,2205.0,Terrance Hayes,male,1,University of Pittsburgh,6.0,755000.0
1621,2206.0,Terrence McNally,male,0,no mfa,1.0,10000.0
1622,2207.0,Terrencedes Pres,male,1,University of Pittsburgh,1.0,10000.0
1623,2210.0,Tessa Hadley,female,0,no mfa,1.0,165000.0
1624,2211.0,Tgeronimo Johnson,male,1,University of Iowa,1.0,50000.0
1625,2212.0,Theodore Dreiser,male,0,no mfa,1.0,25000.0
1626,2213.0,Theodore Roethke,male,1,no mfa,5.0,55000.0
1627,2215.0,Thom Gunn,male,1,no mfa,4.0,560000.0
1628,2216.0,Thom Jones,male,1,University of Iowa,1.0,20000.0
1629,2217.0,Thomas Berger,male,1,New School for Social Research,1.0,10000.0
1630,2218.0,Thomas Centolella,male,1,no mfa,1.0,150000.0
1631,2221.0,Thomas Keneally,male,0,no mfa,1.0,40000.0
1632,2222.0,Thomas Lux,male,0,no mfa,1.0,100000.0
1633,2224.0,Thomas Mallon,male,1,no mfa,1.0,20000.0
1634,2225.0,Thomas Mann,male,0,no mfa,1.0,25000.0
1635,2226.0,Thomas McGrath,male,1,no mfa,1.0,25000.0
1636,2227.0,Thomas McGuane,male,1,Yale University,1.0,10000.0
1637,2228.0,Thomas Mcmahon,male,1,no mfa,1.0,10000.0
1638,2229.0,Thomas Nagel,male,1,no mfa,1.0,15000.0
1639,2230.0,Thomas Pynchon,male,0,no mfa,4.0,620000.0
1640,2231.0,Thomas Rogers,male,1,no mfa,1.0,10000.0
1641,2232.0,Thomas Sancton,male,0,no mfa,1.0,10000.0
1642,2233.0,Thomas Sayers Ellis,male,1,Brown University,1.0,50000.0
1643,2235.0,Thomas Stribling,male,0,no mfa,1.0,15000.0
1644,2236.0,Thomas Whiteside,male,0,no mfa,1.0,500000.0
1645,2237.0,Thomas Williams,male,1,University of Iowa,1.0,10000.0
1646,2238.0,Thornton Wilder,male,1,no mfa,2.0,25000.0
1647,2241.0,Thylias Moss,female,1,no mfa,2.0,550000.0
1648,2242.0,Tiana Clarke,female,1,Vanderbilt University,1.0,10000.0
1649,2243.0,Tillie Olsen,female,1,no mfa,1.0,10000.0
1650,2244.0,Tim O'Brien,male,1,no mfa,2.0,20000.0
1651,2245.0,Tim Pears,male,0,no mfa,1.0,150000.0
1652,2247.0,Timberlake Wertenbaker,female,0,no mfa,1.0,50000.0
1653,2248.0,Timothy Donnelly,male,1,Columbia University,1.0,100000.0
1654,2250.0,Timothy Mo,male,0,no mfa,1.0,10000.0
1655,2251.0,Timothy Snyder,male,1,no mfa,1.0,10000.0
1656,2252.0,Tina Hall,female,1,Bowling Green State University,1.0,15000.0
1657,2253.0,Tina Howe,female,0,no mfa,1.0,10000.0
1658,2254.0,Tiphanie Yanique,female,1,University of Houston,2.0,25000.0
1659,2255.0,Tobias Wolff,male,1,no mfa,3.0,75000.0
1660,2256.0,Toby Olson,male,1,no mfa,1.0,15000.0
1661,2257.0,Todd James Pierce,male,1,"Univeristy of California, Irvine",1.0,15000.0
1662,2260.0,Tom Cole,male,1,no mfa,1.0,10000.0
1663,2264.0,Tom McCarthy,male,0,no mfa,1.0,165000.0
1664,2265.0,Tom Sleigh,male,1,Johns Hopkins University,3.0,130000.0
1665,2266.0,Tom Wolfe,male,1,no mfa,1.0,20000.0
1666,2267.0,Tommy Orange,male,1,Institute of American Indian Arts,3.0,35000.0
1667,2268.0,Tommy Pico,male,0,no mfa,1.0,50000.0
1668,2270.0,Toni Morrison,female,1,no mfa,4.0,90000.0
1669,2271.0,Tony Hoagland,male,1,University of Arizona,3.0,95000.0
1670,2273.0,Tony Kushner,male,1,no mfa,2.0,60000.0
1671,2274.0,Tony Tulathimutte,male,1,University of Iowa,1.0,50000.0
1672,2275.0,Tracy Letts,male,0,no mfa,1.0,10000.0
1673,2276.0,Tracy Smith,female,1,Columbia University,6.0,195000.0
1674,2277.0,Tracy Wilson,female,1,no mfa,1.0,50000.0
1675,2279.0,Trudy Dittmar,female,1,Columbia University,1.0,50000.0
1676,2280.0,Truman Capote,male,0,no mfa,1.0,10000.0
1677,2282.0,Tyehimba Jess,male,1,New York University,3.0,215000.0
